Restaurant,Address,Latitude,Longitude
"Culver’s of Harwood Heights, IL","N Harlem Ave, Illinois, USA",41.98458310065485,-87.80692678208831
"Culver’s of Hoffman Estates, IL","Hoffman Blvd, Illinois, USA",41.701709291037936,-88.24810370393551
"Culver’s of Homer Glen, IL","143rd St, Illinois, USA",41.6328981,-87.85685
"Culver’s of Homewood, IL","W 183rd St, Illinois, USA",41.55710138261463,-87.89322304130854
"Culver’s of Huntley, IL","S IL Rte 47, Illinois, USA",38.8605049375,-90.07938578125
"Culver’s of Island Lake, IL","E State Rd, Illinois, USA",41.31097347720661,-89.89570185541251
"Culver’s of Joliet, IL","IL Rte 59, Illinois, USA",41.76690392573864,-88.20572254509939
"Culver’s of Joliet, IL","S Larkin Ave, Illinois, USA",41.517027573613326,-88.12458687307007
"Culver’s of Lake in the Hills, IL","Randall Rd, Illinois, USA",42.00358980708451,-88.3360031652823
"Culver’s of Lake Zurich, IL","N Rand Rd, Illinois, USA",42.122674,-87.9953308
"Culver’s of Lansing, IL","Torrence Ave, Illinois, USA",41.511839351081704,-87.55828980456165
"Culver’s of Libertyville, IL","E Park Ave, Illinois, USA",41.74786159910401,-88.31302304428806
"Culver’s of Lincoln, IL","Woodlawn Rd, Illinois, USA",39.93007205159169,-91.36926622837863
"Culver’s of Lincolnshire, IL","Milwaukee Ave, Illinois, USA",42.0869273,-87.87012125
"Culver’s of Lockport, IL","S Farrell Rd, Illinois, USA",41.57530488559034,-88.02559800006942
"Culver’s of Lombard, IL","S Main St, Illinois, USA",39.08698659897881,-89.48714019632223
"Culver’s of Lyons, IL","Ogden Ave, Illinois, USA",41.71692135567732,-88.28427408890693
"Culver’s of Mahomet, IL","Patton Dr, Illinois, USA",42.143041560884924,-87.96823992893037
"Culver’s of Marion, IL","Blue Heron Dr, Illinois, USA",41.58245606340758,-87.8783698897006
"Culver’s of Matteson, IL","Cicero Ave, Illinois, USA",41.68123918012755,-87.73914641130419
"Culver’s of McHenry, IL","Adams Dr, Illinois, USA",41.92894014578305,-87.994688475414
"Culver’s of Minooka, IL","Ridge Rd, Illinois, USA",40.09669586273047,-88.26246660308715
"Culver’s of Moline, IL","38th Ave, Illinois, USA",41.47233372054851,-90.47996618153569
"Culver’s of Monee, IL","W Monee Manhattan Rd, Illinois, USA",41.42686965,-87.75966105
"Culver’s of Morris, IL","N Division St, Illinois, USA",41.60807643312814,-88.20219427524954
"Culver’s of Morton, IL","E Courtland St, Illinois, USA",42.26316720312773,-87.99997702861455
"Culver’s of Morton Grove, IL","W Dempster St, Illinois, USA",42.037070517252054,-87.96099689728602
"Culver’s of Mount Vernon, IL","Veterans Memorial Dr, Illinois, USA",38.299746830999496,-88.95072509975661
"Culver’s of Mt. Prospect, IL","Dempster St, Illinois, USA",42.04092254751372,-87.71044263159645
"Culver’s of Mundelein, IL","Oak Creek Plz, Illinois, USA",40.45670921529355,-88.99408076140132
"Culver’s of Naperville, IL","Naper Blvd, Illinois, USA",41.798277841454826,-88.11982905712334
"Culver’s of New Lenox, IL","E Lincoln Hwy, Illinois, USA",41.92631812588437,-88.73912098224916
"Culver’s of North Aurora, IL","S Lincolnway St, Illinois, USA",41.79043755094736,-88.32204056455045
"Culver’s of Northbrook, IL","Dundee Rd, Illinois, USA",42.13841765,-87.87607105000001
"Culver’s of Oak Forest, IL","159th St, Illinois, USA",41.600896199999994,-87.58071805
"Culver’s of Oak Lawn, IL","S Cicero Ave, Illinois, USA",41.85603274982448,-87.74443095632448
"Culver’s of O’Fallon, IL","W Hwy 50, Illinois, USA",38.58152242859541,-89.87768341495669
"Culver’s of Orland Park, IL","159th St, Illinois, USA",41.600896199999994,-87.58071805
"Culver’s of Oswego, IL","US Hwy 34, Illinois, USA",40.815394182009314,-91.07552413949172
"Culver’s of Ottawa, IL","Fairfield Ln, Illinois, USA",41.74578617329475,-88.24216887792555
"Culver’s of Palatine, IL","N Rand Rd, Illinois, USA",42.122674,-87.9953308
"Culver’s of Pekin, IL","Court St, Illinois, USA",38.518620445953296,-89.9810893981595
"Culver’s of Peoria, IL","N University St, Illinois, USA",40.69568430876025,-89.61026055785119
"Culver’s of Peoria, IL","W Holiday Dr, Illinois, USA",40.77482298290055,-89.67317611928206
"Culver’s of Peoria, IL","N Centerway Dr, Illinois, USA",40.81809539453887,-89.61457108489019
"Culver’s of Peru, IL","Midtown Rd, Illinois, USA",42.07116301013784,-89.43494489846
"Culver’s of Plainfield, IL","IL Rte 59, Illinois, USA",41.76690392573864,-88.20572254509939
"Culver’s of Plano, IL","Lakeside Rd, Illinois, USA",42.22860679504071,-88.34606924208552
"Culver’s of Princeton, IL","Ace Rd, Illinois, USA",41.39537926457109,-89.45826399596422
"Culver’s of Quincy, IL","Broadway St, Illinois, USA",41.53817098248422,-88.08507777673132
"Culver’s of Rochelle, IL","S Dement Rd, Illinois, USA",41.92880895172742,-89.03435894904736
"Culver’s of Rock Falls, IL","Harley Davidson Dr, Illinois, USA",41.3754349,-88.8247884
"Culver’s of Rockford, IL","E Riverside Blvd, Illinois, USA",42.31839449114601,-89.0220277560468
"Culver’s of Rockford, IL","Wansford Way, Illinois, USA",42.237466388100714,-89.00923104657575
"Culver’s of Rockford, IL","Benington Rd, Illinois, USA",42.318547306380594,-89.07824004114899
"Culver’s of Rockford, IL","N Phelps Ave, Illinois, USA",42.267493912891176,-89.00497727091009
"Culver’s of Romeoville, IL","N Weber Rd, Illinois, USA",41.54684865320664,-90.06829857765216
"Culver’s of Roscoe, IL","N 2nd St, Illinois, USA",38.659205829346625,-90.17013012953036
"Culver’s of Rosemont, IL","Mannheim Rd, Illinois, USA",41.97409125,-87.87791179999999
"Culver’s of Schaumburg, IL","Wise Rd, Illinois, USA",42.00359000903189,-88.12556533104197
"Culver’s of Schaumburg, IL","E Algonquin Rd, Illinois, USA",42.07051945385191,-88.05051144873916
"Culver’s of Silvis, IL","22nd Ave, Illinois, USA",42.242579174585856,-89.08393415024307
"Culver’s of Skokie, IL","N Skokie Blvd, Illinois, USA",42.0373453,-87.74726455000001
"Culver’s of South Elgin, IL","Randall Rd, Illinois, USA",42.00358980708451,-88.3360031652823
"Culver’s of Springfield, IL","N Dirksen Pkwy, Illinois, USA",39.8262926403098,-89.60491208736835
"Culver’s of Springfield, IL","Wabash Ave, Illinois, USA",39.75836659125979,-89.71768209594552
"Culver’s of St. Charles, IL","E Main St, Illinois, USA",42.15409101612162,-88.10641667139164
"Culver’s of St. Charles, IL","S Randall Rd, Illinois, USA",41.75288160397694,-88.34955390933963
"Culver’s of Sugar Grove, IL","N Sugar Grove Pkwy, Illinois, USA",41.773713427286815,-88.44372415013117
"Culver’s of Sycamore, IL","DeKalb Ave, Illinois, USA",41.985935096054156,-88.69432793263475
"Culver’s of Tinley Park, IL","Sayre Ave, Illinois, USA",41.5850597943505,-87.78914202035035
"Culver’s of Urbana, IL","W University Ave, Illinois, USA",40.116279572816026,-88.25398718618546
"Culver’s of Warrenville, IL","Illinois Rte 59, Illinois, USA",41.76690392573864,-88.20572254509939
"Culver’s of Washington, IL","N Cummings Ln, Illinois, USA",40.71319422962688,-89.44567196587845
"Culver’s of Waukegan, IL","S Waukegan Rd, Illinois, USA",42.323445086034084,-87.895478
"Culver’s of Wheaton, IL","Roosevelt Rd, Illinois, USA",41.8689956,-87.6216823
"Culver’s of Winnebago, IL","Cannell Puri Dr, Illinois, USA",42.27854666805235,-89.24299427173418
"Culver’s of Woodstock, IL","W Lake Shore Dr, Illinois, USA",39.71801783150083,-89.60593145958488
"Culver’s of Yorkville, IL","Marketview Dr, Illinois, USA",41.66301056162577,-88.44035848799967
"Culver’s of Zion, IL","Sheridan Rd, Illinois, USA",42.03303490281608,-87.67056374226878
"Culver’s of Anderson, IN","S Scatterfield Rd, Indiana, USA",40.0502487130656,-85.65280933434667
"Culver’s of Angola, IN","Wayne St, Indiana, USA",41.469356290172094,-87.06715067629567
"Culver’s of Auburn, IN","W 7th St, Indiana, USA",39.16858920382063,-86.53784657462948
"Culver’s of Avon, IN","East US Hwy 36, Indiana, USA",39.7623599,-86.3875987
"Culver’s of Bloomington, IN","W 3rd St, Indiana, USA",39.164674859312434,-86.53616056328221
"Culver’s of Brownsburg, IN","N Green St, Indiana, USA",40.042623999999996,-86.89986535000001
"Culver’s of Carmel, IN","E Carmel Dr, Indiana, USA",39.96207154734951,-86.11530320006294
"Culver’s of Cedar Lake, IN","W 133rd Ave, Indiana, USA",41.3767641802088,-87.38524092126768
"Culver’s of Chesterton, IN","Matson St, Indiana, USA",41.57851661835477,-87.04382921603269
"Culver’s of Columbia City, IN","Connexion Way, Indiana, USA",41.17131110845389,-85.5064481326205
"Culver’s of Columbus, IN","Johnson Blvd, Indiana, USA",39.199125950541564,-85.95130363181576
"Culver’s of Corydon, IN","Federal Dr, Indiana, USA",40.110500833653404,-85.60242366940071
"Culver’s of Crawfordsville, IN","S US Hwy 231, Indiana, USA",41.39146995,-87.3214261
"Culver’s of Crown Point, IN","E Summit St, Indiana, USA",41.42742003970344,-87.34708798318835
"Culver’s of Cumberland, IN","E Washington St, Indiana, USA",39.771300204220246,-86.06049877257874
"Culver’s of Daleville, IN","Walnut St, Indiana, USA",40.63933332588961,-86.57247875238676
"Culver’s of Danville, IN","CR 200 E, Indiana, USA",38.877266705619434,-86.44205800262313
"Culver’s of Elkhart, IN","Brittany Ct, Indiana, USA",38.00434105442467,-87.58100096742099
"Culver’s of Evansville, IN","Hirschland Rd, Indiana, USA",37.99263718791148,-87.4726178503703
"Culver’s of Evansville, IN","W Lloyd Expy, Indiana, USA",37.97760905,-87.6198651
"Culver’s of Fishers, IN","Olio Rd, Indiana, USA",39.998101649999995,-85.91908265000001
"Culver’s of Fort Wayne, IN","E Dupont Rd, Indiana, USA",41.178869499598534,-85.10077931049048
"Culver’s of Fort Wayne, IN","W Jefferson Blvd, Indiana, USA",41.07353957422903,-85.17050645149341
"Culver’s of Fort Wayne, IN","W Washington Center Rd, Indiana, USA",41.13259245629912,-85.14696475414705
"Culver’s of Fort Wayne, IN","Stellhorn Rd, Indiana, USA",41.1213140101979,-85.03268306268107
"Culver’s of New Haven, IN","State Rd 930, Indiana, USA",38.38686504398687,-86.10250558410576
"Culver’s of Frankfort, IN","E Wabash St, Indiana, USA",39.76911637171652,-86.15349877415613
"Culver’s of Franklin, IN","Granville Dr, Indiana, USA",40.00787938056945,-86.19504207063835
"Culver’s of Goshen, IN","Lincoln Way E, Indiana, USA",41.66318692766267,-86.12289466775694
"Culver’s of Goshen, IN","Elkhart Rd, Indiana, USA",41.609330360353745,-85.87932641256113
"Culver’s of Granger, IN","S State Rd, Indiana, USA",38.38686504398687,-86.10250558410576
"Culver’s of Greenfield, IN","N State St, Indiana, USA",40.197503253622926,-85.34402384142824
"Culver’s of Greensburg, IN","N Broadway St, Indiana, USA",39.77952999303897,-86.14641427661361
"Culver’s of Greenwood, IN","State Rd 135, Indiana, USA",38.59616583230039,-86.09967032235684
"Culver’s of Greenwood, IN","Emerson Ave, Indiana, USA",39.70585159949681,-86.08246129187094
"Culver’s of Hammond, IN","Cabela Drive, Indiana, USA",41.56925933496242,-87.47893889190954
"Culver’s of Highland, IN","Ridge Rd, Indiana, USA",39.89864886806464,-86.1491230040806
"Culver’s of Indianapolis, IN","Kentucky Ave, Indiana, USA",39.75425896845678,-86.17567546776488
"Culver’s of Indianapolis, IN","E 96th St, Indiana, USA",39.92696774925939,-86.10735384521132
"Culver’s of Indianapolis, IN","W 71st St, Indiana, USA",39.881754900000004,-86.2610048
"Culver’s of Indianapolis, IN","Rockville Rd, Indiana, USA",39.763980387237226,-86.31403897831451
"Culver’s of Indianapolis, IN","Emerson Ave, Indiana, USA",39.70585159949681,-86.08246129187094
"Culver’s of Indianapolis, IN","E 21st Street, Indiana, USA",39.79697315172613,-85.98813327133917
"Culver’s of Indianapolis, IN","Keystone Ave, Indiana, USA",39.93013845,-86.11238589999999
"Culver’s of Jasper, IN","Newton St, Indiana, USA",39.6515836330268,-86.27866542885336
"Culver’s of Jeffersonville, IN","Veterans Pkwy, Indiana, USA",38.32966515,-85.74993535
"Culver’s of Jeffersonville, IN","E 10th St, Indiana, USA",39.78128028779845,-86.12992858747855
"Culver’s of Kokomo, IN","Pipeline Way, Indiana, USA",40.43597609943128,-86.12823939581293
"Culver’s of La Porte, IN","Pine Lake Ave, Indiana, USA",41.62715289350774,-86.73781238824462
"Culver’s of Lafayette, IN","N Creasy Ln, Indiana, USA",40.42651319125874,-86.83915041378889
"Culver’s of Lawrence, IN","N Post Rd, Indiana, USA",39.80593986787483,-86.00952771832083
"Culver’s of Lebanon, IN","Lebanon St, Indiana, USA",41.65898546329947,-86.23822473666183
"Culver’s of Logansport, IN","Market St, Indiana, USA",39.663583509309206,-86.12053748295877
"Culver’s of Madison, IN","Franks Dr, Indiana, USA",38.77569279996966,-85.37659179443354
"Culver’s of Marion, IN","S Western Ave, Indiana, USA",40.48420380840455,-86.14833058679558
"Culver’s of Martinsville, IN","Prather Dr, Indiana, USA",39.413160330081844,-86.42102688397247
"Culver’s of McCordsville, IN","W Broadway, Indiana, USA",39.886988249999995,-85.93790870000001
"Culver’s of Merrillville, IN","E 79th Ave, Indiana, USA",41.47590875109578,-87.33293636906707
"Culver’s of Michigan City, IN","Frontage Rd N, Indiana, USA",39.61115892236653,-85.85995867202514
"Culver’s of Mishawaka, IN","N Main St, Indiana, USA",39.66538709740855,-86.12215847153084
"Culver’s of Mishawaka, IN","McKinley Hwy, Indiana, USA",41.68054618353118,-86.13182531405236
"Culver’s of Muncie, IN","W McGalliard Rd, Indiana, USA",40.2221172657533,-85.52522470271258
"Culver’s of New Castle, IN","Memorial Dr, Indiana, USA",39.71194563106271,-86.088430994175
"Culver’s of Newburgh, IN","High Pointe Dr, Indiana, USA",37.97950962477657,-87.4097196280326
"Culver’s of Noblesville, IN","Westfield Rd, Indiana, USA",39.8774225,-86.1372013
"Culver’s of Plainfield, IN","S Perry Rd, Indiana, USA",39.69204820398167,-86.35569226013557
"Culver’s of Plymouth, IN","Michigan St, Indiana, USA",39.77375205292144,-86.23372648907664
"Culver’s of Portage, IN","US Hwy 6, Indiana, USA",41.456667228349126,-85.47914754677551
"Culver’s of Richmond, IN","Commerce Rd, Indiana, USA",39.83582829583461,-84.82490029134603
"Culver’s of Schererville, IN","W Lincoln Hwy, Indiana, USA",41.47127560960907,-87.37837718079659
"Culver’s of Seymour, IN","Sandy Creek Dr, Indiana, USA",41.757296412251264,-86.05926661348433
"Culver’s of Shelbyville, IN","Morristown Rd, Indiana, USA",39.59541859164096,-85.75750597238738
"Culver’s of South Bend, IN","S Michigan St, Indiana, USA",41.627918400000006,-86.25107184999999
"Culver’s of South Bend, IN","SR 933, Indiana, USA",41.6817509016459,-86.2515239231168
"Culver’s of St. John, IN","Wicker Ave, Indiana, USA",41.58473866822091,-87.47136678400724
"Culver’s of Terre Haute, IN","State Road 46, Indiana, USA",39.28138709977558,-84.8695902356102
"Culver’s of Terre Haute, IN","South US HWY 41, Indiana, USA",38.3131302248227,-87.5681828387239
"Culver’s of Valparaiso, IN","Laporte Ave, Indiana, USA",41.46668990380884,-87.03620681060006
"Culver’s of Vincennes, IN","Executive Blvd, Indiana, USA",41.123287217981066,-85.16587175625396
"Culver’s of Wabash, IN","N Cass St, Indiana, USA",40.818177750000004,-85.84090155
"Culver’s of Warsaw, IN","N Parker St, Indiana, USA",37.9054505,-87.22363200000001
"Culver’s of Warsaw, IN","Jalynn St, Indiana, USA",41.270229374892246,-85.85429666491224
"Culver’s of West Lafayette, IN","Sachem Ct, Indiana, USA",40.461816714580976,-86.93589735485845
"Culver’s of Westfield, IN","Sun Park Dr, Indiana, USA",40.045829266236744,-86.1376188594522
"Culver’s of Westfield, IN","Gray Rd, Indiana, USA",39.675479437772616,-86.09675146722995
"Culver’s of Whitestown, IN","Mills Dr, Indiana, USA",39.950263566552984,-86.34717589217796
"Culver’s of Zionsville, IN","US 421 S, Indiana, USA",41.374749521330116,-86.89169567840311
"Culver’s of Altoona, IA","Adventureland Dr, Iowa, USA",41.65853094012785,-93.50018548824025
"Culver’s of Ames, IA","Gilchrist St, Iowa, USA",42.02368888970105,-93.61618872036215
"Culver’s of Ankeny, IA","SE Delaware Ave, Iowa, USA",41.687207205155325,-93.58139297595385
"Culver’s of Ankeny, IA","NW 36th St, Iowa, USA",41.76077621997402,-93.63554857880482
"Culver’s of Bettendorf, IA","Spruce Hills Dr, Iowa, USA",41.555007032117,-90.52592872078523
"Culver’s of Burlington, IA","Lawrence Dr, Iowa, USA",40.79857117758535,-91.14008017199679
"Culver’s of Carroll, IA","W US Hwy 30, Iowa, USA",42.022767200000004,-93.46433905
"Culver’s of Cedar Falls, IA","Viking Plaza Dr, Iowa, USA",42.48298255990814,-92.4441617497918
"Culver’s of Cedar Rapids, IA","Edgewood Rd SW, Iowa, USA",41.9538547084931,-91.71601324057126
"Culver’s of Clear Lake, IA","N 25th St, Iowa, USA",41.27643052270421,-95.8817335171442
"Culver’s of Clinton, IA","Lincoln Way, Iowa, USA",42.452694840077584,-96.35190052720014
"Culver’s of Coralville, IA","Heartland Pl, Iowa, USA",41.69892034371609,-91.61001757436661
"Culver’s of Council Bluffs, IA","S 24th St, Iowa, USA",41.22396484713754,-95.8791182084147
"Culver’s of Davenport, IA","Jersey Ridge Rd, Iowa, USA",41.603781199067775,-90.53939800678897
"Culver’s of Davenport, IA","W Kimberly Rd, Iowa, USA",41.58706212656995,-90.66899220396093
"Culver’s of Decorah, IA","Short St, Iowa, USA",42.50677629001693,-90.73735429546798
"Culver’s of Des Moines, IA","SE 14th St, Iowa, USA",41.58773273699471,-93.59678373440026
"Culver’s of Dubuque, IA","Asbury Rd, Iowa, USA",42.50137899814989,-90.69725180804991
"Culver’s of Fort Dodge, IA","5th Ave S, Iowa, USA",41.84126113524843,-90.1848697591899
"Culver’s of Grimes, IA","1st St, Iowa, USA",43.04256361801206,-91.17816695077045
"Culver’s of Hiawatha, IA","N Center Point Rd, Iowa, USA",42.058273914103324,-91.69236242130053
"Culver’s of Iowa City, IA","Hwy 1 W, Iowa, USA",41.63308635,-91.56859105
"Culver’s of Marion, IA","Red Fox Way, Iowa, USA",42.04025671303213,-91.55168934050046
"Culver’s of Marshalltown, IA","Iowa Ave W, Iowa, USA",42.00723396317991,-92.9269190619841
"Culver’s of Mason City, IA","S Monroe Ave, Iowa, USA",43.13888644431659,-93.2092411450151
"Culver’s of Muscatine, IA","University Dr, Iowa, USA",42.50873352511819,-92.46945823064038
"Culver’s of Newton, IA","W 19th St S, Iowa, USA",41.68576793570786,-93.0785141703495
"Culver’s of Ottumwa, IA","Venture Dr, Iowa, USA",41.01571600565366,-92.45281631419566
"Culver’s of Pella, IA","Washington St, Iowa, USA",41.65982115,-91.49675611418459
"Culver’s of Sioux Center, IA","S Main Ave, Iowa, USA",43.0683977770012,-96.1754305772055
"Culver’s of Sioux City, IA","Singing Hills Blvd, Iowa, USA",42.4353439,-96.36896615
"Culver’s of Sioux City, IA","Hamilton Blvd, Iowa, USA",42.52055785,-96.41790710000001
"Culver’s of Urbandale, IA","Plum Dr, Iowa, USA",41.648397100000004,-93.73645485
"Culver’s of Waterloo, IA","E Tower Park Dr, Iowa, USA",42.45638947492169,-92.35426410053294
"Culver’s of Waukee, IA","E Hickman Rd, Iowa, USA",41.6149082975779,-93.7025723653331
"Culver’s of West Des Moines, IA","Jordan Creek Pkwy, Iowa, USA",41.598812099272,-93.80884155865121
"Culver’s of West Des Moines, IA","22nd St, Iowa, USA",41.60864835413804,-93.64687488871367
"Culver’s of Gardner, KS","Gardner Rd, Kansas, USA",38.78984703313888,-94.92745836748465
"Culver’s of Kansas City, KS","Prairie Crossing, Kansas, USA",38.819569200000004,-94.9349002812285
"Culver’s of Lawrence, KS","W 33rd St, Kansas, USA",38.92457283843308,-95.25410255354768
"Culver’s of Leavenworth, KS","Eisenhower Rd, Kansas, USA",39.25653128894832,-95.00909907661797
"Culver’s of Lenexa, KS","87th St Pkwy, Kansas, USA",38.971218819688474,-94.71999014017692
"Culver’s of Manhattan, KS","McCall Rd, Kansas, USA",39.18935138196961,-96.55752630151517
"Culver’s of Mission, KS","Metcalf Ave, Kansas, USA",38.98730250432771,-94.66771170162788
"Culver’s of Olathe, KS","W 151st St, Kansas, USA",38.854851179508884,-94.6101243385862
"Culver’s of Olathe, KS","S Mur-Len Rd, Kansas, USA",38.87783038514114,-94.77955205462206
"Culver’s of Overland Park, KS","W 135th St, Kansas, USA",38.88332363928073,-94.60578995471005
"Culver’s of Topeka, KS","Wanamaker Rd, Kansas, USA",39.03358376795239,-95.76206676070947
"Culver’s of Wichita, KS","N Maize Rd, Kansas, USA",37.715930576564745,-97.462676
"Culver’s of Bowling Green, KY","Scottsville Rd, Kentucky, USA",36.93576182133934,-86.41878327346721
"Culver’s of Elizabethtown, KY","N Mulberry St, Kentucky, USA",38.2113492166272,-84.556721794311
"Culver’s of Elizabethtown, KY","Dixie Ave, Kentucky, USA",37.33765750421619,-85.33352442380809
"Culver’s of Florence, KY","Hwy 42, Kentucky, USA",38.536932457851016,-85.3285095927123
"Culver’s of Georgetown, KY","Cherry Blossom Way, Kentucky, USA",38.11168388340679,-84.52256771648426
"Culver’s of Lexington, KY","Hamburg Place, Kentucky, USA",38.0375165,-84.42570366833625
"Culver’s of Lexington, KY","Meijer Way, Kentucky, USA",37.99469327061889,-84.53170326521517
"Culver’s of Louisville, KY","S Hurstbourne Pkwy, Kentucky, USA",38.16339308347138,-85.63705896528622
"Culver’s of Louisville, KY","Interchange Dr, Kentucky, USA",38.09574269430989,-85.67454679812823
"Culver’s of Murray, KY","N 12th St, Kentucky, USA",38.25873515675651,-85.76964719438456
"Culver’s of Nicholasville, KY","N Main St, Kentucky, USA",37.434743815695754,-86.885797176122
"Culver’s of Owensboro, KY","Highland Pointe Dr, Kentucky, USA",37.75500422497366,-87.06845269957702
"Culver’s of Paducah, KY","Old Hwy 60 W, Kentucky, USA",37.9190269935817,-86.79599287347642
"Culver’s of Richmond, KY","Lantern Ridge Dr, Kentucky, USA",37.73758419461261,-84.32740710687872
"Culver’s of Simpsonville, KY","Buck Creek Rd, Kentucky, USA",36.6563416693934,-84.10781710014192
"Culver’s of Somerset, KY","S Hwy 27, Kentucky, USA",38.394285047309765,-85.58759830448768
"Culver’s of Adrian, MI","S Main St, Michigan, USA",42.2700043,-85.0614807
"Culver’s of Allen Park, MI","Southfield Rd, Michigan, USA",42.37151212444733,-83.21704265122709
"Culver’s of Allendale, MI","Lake Michigan Dr, Michigan, USA",42.972267897329296,-85.95493584662212
"Culver’s of Alma, MI","N Alger Rd, Michigan, USA",43.424501649112806,-84.66664099363194
"Culver’s of Alpena, MI","M 32 W, Michigan, USA",45.0675484266787,-83.67348760109596
"Culver’s of Ann Arbor, MI","Jackson Rd, Michigan, USA",42.28521201324026,-83.8005022553715
"Culver’s of Ann Arbor, MI","Lohr Rd, Michigan, USA",42.16693831296569,-83.51541085573916
"Culver’s of Battle Creek, MI","Beckley Rd, Michigan, USA",42.281059606995974,-85.6484978077118
"Culver’s of Bay City, MI","Wilder Rd, Michigan, USA",43.623770297790735,-83.9075998766001
"Culver’s of Belleville, MI","Belleville Rd, Michigan, USA",42.255425749876736,-83.48658175839942
"Culver’s of Big Rapids, MI","Waldron Way, Michigan, USA",43.689052221126964,-85.51820920843022
"Culver’s of Birch Run, MI","Main St, Michigan, USA",42.1122636,-86.47797845
"Culver’s of Brighton, MI","Green Oak Village, Michigan, USA",42.5034481,-83.7591289
"Culver’s of Byron Center, MI","84th Street, Michigan, USA",43.402340836358015,-85.75071389527852
"Culver’s of Cadillac, MI","E 34 Rd, Michigan, USA",44.28112794557761,-85.45897671239653
"Culver’s of Caledonia, MI","Broadmoor Ave, Michigan, USA",42.87661735419994,-85.5595358447711
"Culver’s of Canton, MI","Ford Rd, Michigan, USA",42.329377177984036,-83.18164782789579
"Culver’s of Cedar Springs, MI","White Creek Ave, Michigan, USA",43.197726440878135,-85.57097185147566
"Culver’s of Charlevoix, MI","Bridge St, Michigan, USA",42.29916599539827,-85.56718097354573
"Culver’s of Charlotte, MI","Lansing St, Michigan, USA",42.31610621326579,-83.0960787139241
"Culver’s of Chelsea, MI","S Main St, Michigan, USA",42.2700043,-85.0614807
"Culver’s of Chesterfield, MI","Marketplace Blvd, Michigan, USA",42.63449424887906,-82.854493216866
"Culver’s of Clare, MI","South Clare Ave, Michigan, USA",43.85137227948574,-84.76814821487164
"Culver’s of Clarkston, MI","Sashabaw Rd, Michigan, USA",42.69494122368222,-83.3728952219578
"Culver’s of Clawson, MI","W Maple Rd, Michigan, USA",42.54579132244965,-83.24645070052824
"Culver’s of Coldwater, MI","E Chicago St, Michigan, USA",41.82494753476642,-86.35968422657504
"Culver’s of Commerce Charter Twp, MI","Haggerty Rd, Michigan, USA",42.4908635,-83.4359891
"Culver’s of Comstock Park, MI","Alpine Ave, Michigan, USA",42.812912193510975,-86.02507980023692
"Culver’s of Davison, MI","Court St, Michigan, USA",43.012370723528285,-83.68827479385642
"Culver’s of Dewitt, MI","Herbison Rd, Michigan, USA",42.827560645303926,-84.50069179003918
"Culver’s of Escanaba, MI","N Lincoln Rd, Michigan, USA",43.781294023995954,-84.80805216856784
"Culver’s of Fenton, MI","Owen Rd, Michigan, USA",43.58453878516472,-83.67582561561218
"Culver’s of Flint, MI","Miller Rd, Michigan, USA",42.294120696371046,-83.14351155150587
"Culver’s of Fort Gratiot, MI","24th Ave, Michigan, USA",42.92897282212937,-85.8424228951009
"Culver’s of Gaylord, MI","W Main St, Michigan, USA",42.7255319990758,-84.56031491657136
"Culver’s of Grand Blanc, MI","Holly Rd, Michigan, USA",46.050119082864136,-87.2719342064123
"Culver’s of Grand Haven, MI","A Way, Michigan, USA",43.067790272632294,-86.22071271546996
"Culver’s of Grand Rapids, MI","Cascade, Michigan, USA",42.9121592,-85.497926
"Culver’s of Grand Rapids, MI","E Beltline SE, Michigan, USA",42.92055043847638,-85.58396100669323
"Culver’s of Greenville, MI","W Washington St, Michigan, USA",42.28063006300949,-83.75285564641406
"Culver’s of Hartland, MI","Highland Rd, Michigan, USA",42.27759612423766,-83.720248040198
"Culver’s of Hastings, MI","Green St, Michigan, USA",42.30361845,-83.1139148
"Culver’s of Holland, MI","W Shore Dr, Michigan, USA",41.7913822,-86.76319480000001
"Culver’s of Houghton, MI","W Sharon Ave, Michigan, USA",47.11123813671618,-88.59878296425217
"Culver’s of Howell, MI","E Grand River Ave, Michigan, USA",42.334321622399074,-83.04818169733137
"Culver’s of Hudsonville, MI","32nd Ave, Michigan, USA",43.155487312095346,-85.86924818961384
"Culver’s of Ionia, MI","State Rd, Michigan, USA",43.02508088653792,-82.49535294696736
"Culver’s of Iron Mountain, MI","S Stephenson Ave, Michigan, USA",45.80967874848622,-88.03833752268189
"Culver’s of Jackson, MI","O’Neill Dr, Michigan, USA",42.2662377,-84.4551227
"Culver’s of Jenison, MI","Cottonwood Dr, Michigan, USA",43.133576053515135,-86.16137562213075
"Culver’s of Kalamazoo, MI","S 9th St, Michigan, USA",43.42782487455125,-83.92414967977315
"Culver’s of Kalamazoo, MI","Gull Rd, Michigan, USA",42.31017505607228,-85.54985068029153
"Culver’s of Lake Orion, MI","Interpark Dr N, Michigan, USA",42.705670286010665,-83.24119746816413
"Culver’s of Lansing, MI","W Saginaw Hwy, Michigan, USA",42.741124726798255,-84.96549282513786
"Culver’s of Lansing, MI","Towne Centre Blvd, Michigan, USA",42.76692045365567,-84.51767182348541
"Culver’s of Lansing, MI","S Pennsylvania Ave, Michigan, USA",42.71866754043413,-84.53808755843498
